"uid","name","email","role","bio","avatar_url","phone","created_at"
"845b9378-6cac-45e1-a254-6dcb","Ayesha Mirza","ayesha.mirza20@hotmail.com","user","Engineering student at Air University, need guidance in DBMS.","https://api.dicebear.com/7.x/avataaars/svg?seed=845b9378-6cac-45e1-a254-6dcb","030615977931","2026-02-21 11:08:22"
"63380527-465d-4f19-ba9f-705b","Junaid Gillani","junaid.gillani96@gmail.com","admin","","https://api.dicebear.com/7.x/avataaars/svg?seed=63380527-465d-4f19-ba9f-705b","031111959074","2026-04-05 11:08:22"
"0994c283-0ea3-40c4-bcde-718b","Areeba Bhatti","areeba.bhatti8@yahoo.com","tutor","","https://api.dicebear.com/7.x/avataaars/svg?seed=0994c283-0ea3-40c4-bcde-718b","031712344047","2026-03-01 11:08:22"
"ce963f9a-e041-4e9d-a0da-aa92","Umer Ali","umer.ali80@gmail.com","user","Final year student at COMSATS working on Calculus concepts before exams.","https://api.dicebear.com/7.x/avataaars/svg?seed=ce963f9a-e041-4e9d-a0da-aa92","030218033426","2025-11-19 11:08:22"
"7772ce19-ca23-464a-8001-d630","Shanza Chaudhry","shanza.chaudhry17@hotmail.com","user","Final year student at Karachi University working on OOP concepts before exams.","https://api.dicebear.com/7.x/avataaars/svg?seed=7772ce19-ca23-464a-8001-d630","030918670955","2026-01-27 11:08:22"
"fb31a1c7-2745-4b5b-82ee-8f2d","Ahmed Raza","ahmed.raza65@yahoo.com","user","2nd semester student at UCP, finding Calculus quite tough.","https://api.dicebear.com/7.x/avataaars/svg?seed=fb31a1c7-2745-4b5b-82ee-8f2d","030813222252","2026-01-18 11:08:22"
"462c8ead-ff68-4fbd-8b44-93f7","Zohaib Butt","zohaib.butt79@outlook.com","user","University student in Quetta looking for affordable Physics tutoring.","https://api.dicebear.com/7.x/avataaars/svg?seed=462c8ead-ff68-4fbd-8b44-93f7","031711131249","2025-11-27 11:08:22"
"a61115d0-a9af-4b52-b44f-c7a4","Shanza Zaidi","shanza.zaidi18@gmail.com","admin","","https://api.dicebear.com/7.x/avataaars/svg?seed=a61115d0-a9af-4b52-b44f-c7a4","030812936571","2026-03-21 11:08:22"
"1e6fe2b4-152a-4700-8cd1-2ab3","Hamza Qureshi","hamza.qureshi92@yahoo.com","tutor","","https://api.dicebear.com/7.x/avataaars/svg?seed=1e6fe2b4-152a-4700-8cd1-2ab3","031114415796","2026-02-09 11:08:22"
"85571fa3-0989-4e60-ab76-4b86","Iqra Cheema","iqra.cheema1@gmail.com","user","3rd year CS student at LUMS, looking for help with Linear Algebra.","https://api.dicebear.com/7.x/avataaars/svg?seed=85571fa3-0989-4e60-ab76-4b86","031113194789","2026-02-09 11:08:22"
"36e87989-9545-46ed-9e60-450b","Taimur Raza","taimur.raza72@hotmail.com","tutor","","https://api.dicebear.com/7.x/avataaars/svg?seed=36e87989-9545-46ed-9e60-450b","030012876932","2026-03-29 11:08:22"
"cf8e0306-0c5a-4e09-aa65-610e","Fahad Ahmed","fahad.ahmed17@hotmail.com","user","University student in Islamabad looking for affordable OS tutoring.","https://api.dicebear.com/7.x/avataaars/svg?seed=cf8e0306-0c5a-4e09-aa65-610e","030116171716","2026-01-14 11:08:22"
"4b82d069-e6b2-400f-bb6a-0be7","Zohaib Rizvi","zohaib.rizvi88@yahoo.com","tutor","","https://api.dicebear.com/7.x/avataaars/svg?seed=4b82d069-e6b2-400f-bb6a-0be7","030712724590","2026-01-17 11:08:22"
"b6a72833-1ed5-47cc-b573-9357","Bushra Gillani","bushra.gillani4@hotmail.com","user","2nd year student at UET. Preparing for Physics finals.","https://api.dicebear.com/7.x/avataaars/svg?seed=b6a72833-1ed5-47cc-b573-9357","030516573147","2026-01-02 11:08:22"
"3537c2ba-3c9f-4e3f-a668-2cc8","Hamza Akhtar","hamza.akhtar26@yahoo.com","user","BS Software Engineering student at COMSATS. Struggling with Data Structures and need a good tutor.","https://api.dicebear.com/7.x/avataaars/svg?seed=3537c2ba-3c9f-4e3f-a668-2cc8","031516866294","2026-01-29 11:08:22"
"0d301cd9-d0a5-43c3-b196-92c4","Zain Khan","zain.khan99@gmail.com","user","Final year student at COMSATS working on Statistics concepts before exams.","https://api.dicebear.com/7.x/avataaars/svg?seed=0d301cd9-d0a5-43c3-b196-92c4","030816891254","2025-12-08 11:08:22"
"23255a3f-c69a-4c42-ad11-0454","Syeda Niazi","syeda.niazi23@outlook.com","user","Computer Science student at Karachi University interested in learning Data Structures properly.","https://api.dicebear.com/7.x/avataaars/svg?seed=23255a3f-c69a-4c42-ad11-0454","031915453786","2026-04-08 11:08:22"
"bacc7676-9e6b-4b28-9fa7-b2a3","Umer Nawaz","umer.nawaz94@outlook.com","tutor","","https://api.dicebear.com/7.x/avataaars/svg?seed=bacc7676-9e6b-4b28-9fa7-b2a3","031118321474","2025-12-08 11:08:22"
"dc075717-f141-437a-9947-77ea","Shahzaib Cheema","shahzaib.cheema33@yahoo.com","tutor","","https://api.dicebear.com/7.x/avataaars/svg?seed=dc075717-f141-437a-9947-77ea","030118315831","2026-04-17 11:08:22"
"818e9ccb-8cf4-40a4-8530-9d78","Talha Nawaz","talha.nawaz93@gmail.com","user","BS Software Engineering student at Karachi University. Struggling with English and need a good tutor.","https://api.dicebear.com/7.x/avataaars/svg?seed=818e9ccb-8cf4-40a4-8530-9d78","030919508103","2026-01-28 11:08:22"
"c1fb646c-d551-4eb7-a2d6-045b","Khadija Mirza","khadija.mirza71@outlook.com","admin","","https://api.dicebear.com/7.x/avataaars/svg?seed=c1fb646c-d551-4eb7-a2d6-045b","030414218542","2025-12-31 11:08:22"
"f19bb8bf-9746-4b29-88e8-0ce8","Syeda Gillani","syeda.gillani71@hotmail.com","user","2nd year student at UCP. Preparing for English finals.","https://api.dicebear.com/7.x/avataaars/svg?seed=f19bb8bf-9746-4b29-88e8-0ce8","030016098175","2026-02-03 11:08:22"
"fbb33eb4-df20-4eaf-ade4-8e71","Arslan Lodhi","arslan.lodhi60@outlook.com","tutor","","https://api.dicebear.com/7.x/avataaars/svg?seed=fbb33eb4-df20-4eaf-ade4-8e71","031518418210","2026-02-22 11:08:22"
"156aa735-950d-48a3-b444-47cc","Tehreem Cheema","tehreem.cheema97@gmail.com","user","2nd year student at LUMS. Preparing for DBMS finals.","https://api.dicebear.com/7.x/avataaars/svg?seed=156aa735-950d-48a3-b444-47cc","030716207974","2026-02-19 11:08:22"
"dd28f24d-6a65-47c1-8bab-3720","Ibrahim Khan","ibrahim.khan54@hotmail.com","user","3rd year CS student at UET, looking for help with Networks.","https://api.dicebear.com/7.x/avataaars/svg?seed=dd28f24d-6a65-47c1-8bab-3720","031914262081","2026-01-09 11:08:22"
"4d96fee3-56da-47b2-8241-1d82","Alina Butt","alina.butt23@yahoo.com","user","2nd year student at FAST-NUCES. Preparing for Calculus finals.","https://api.dicebear.com/7.x/avataaars/svg?seed=4d96fee3-56da-47b2-8241-1d82","031718793853","2026-04-05 11:08:22"
"f1a4d6c0-ad27-4daf-882c-de60","Nabeel Aslam","nabeel.aslam97@outlook.com","user","BS Software Engineering student at Air University. Struggling with Physics and need a good tutor.","https://api.dicebear.com/7.x/avataaars/svg?seed=f1a4d6c0-ad27-4daf-882c-de60","031519468772","2025-12-29 11:08:22"
"4c79462e-24e3-4e6d-9274-a8b1","Aiman Akhtar","aiman.akhtar99@outlook.com","user","BS student at Air University. Need help catching up on DBMS.","https://api.dicebear.com/7.x/avataaars/svg?seed=4c79462e-24e3-4e6d-9274-a8b1","031719130188","2026-02-15 11:08:22"
"0a9518d8-8c3b-4e0b-901e-9691","Laiba Ali","laiba.ali70@outlook.com","user","Engineering student at UET, need guidance in DBMS.","https://api.dicebear.com/7.x/avataaars/svg?seed=0a9518d8-8c3b-4e0b-901e-9691","030213321531","2026-03-10 11:08:22"
"2416df89-eb10-46bc-b64c-2e00","Shahzaib Bokhari","shahzaib.bokhari91@yahoo.com","tutor","","https://api.dicebear.com/7.x/avataaars/svg?seed=2416df89-eb10-46bc-b64c-2e00","030612077581","2026-01-01 11:08:22"
"24c1fa9a-19a0-4dc3-acd3-2e5b","Khadija Farooq","khadija.farooq54@hotmail.com","tutor","","https://api.dicebear.com/7.x/avataaars/svg?seed=24c1fa9a-19a0-4dc3-acd3-2e5b","030114470105","2025-12-31 11:08:22"
"d93a01df-3994-409b-accc-e555","Aiman Abbasi","aiman.abbasi98@gmail.com","tutor","","https://api.dicebear.com/7.x/avataaars/svg?seed=d93a01df-3994-409b-accc-e555","031917381734","2025-12-16 11:08:22"
"66cd950d-968f-486a-9853-1653","Talha Qureshi","talha.qureshi29@hotmail.com","user","Studying OS at COMSATS, want to improve my grades.","https://api.dicebear.com/7.x/avataaars/svg?seed=66cd950d-968f-486a-9853-1653","030818312114","2025-12-14 11:08:22"
"84e57b4c-bdc7-4bd7-a197-2f75","Shahzaib Siddiqui","shahzaib.siddiqui51@gmail.com","user","Studying Networks at NUST, want to improve my grades.","https://api.dicebear.com/7.x/avataaars/svg?seed=84e57b4c-bdc7-4bd7-a197-2f75","031911454696","2026-03-27 11:08:22"
"fb53a8cd-c1ac-409e-8926-d451","Sana Aslam","sana.aslam24@hotmail.com","admin","","https://api.dicebear.com/7.x/avataaars/svg?seed=fb53a8cd-c1ac-409e-8926-d451","030115364698","2026-01-10 11:08:22"
"e41f613d-8281-4887-be8e-df22","Noor Raza","noor.raza33@hotmail.com","user","University student in Multan looking for affordable Linear Algebra tutoring.","https://api.dicebear.com/7.x/avataaars/svg?seed=e41f613d-8281-4887-be8e-df22","030218890439","2026-04-13 11:08:22"
"7f17e35c-b507-40d5-80fa-ed1f","Talha Butt","talha.butt3@yahoo.com","user","BS Software Engineering student at FAST-NUCES. Struggling with Data Structures and need a good tutor.","https://api.dicebear.com/7.x/avataaars/svg?seed=7f17e35c-b507-40d5-80fa-ed1f","032113556551","2026-02-15 11:08:22"
"7c9f56d7-0442-44ea-a82b-fb93","Kamran Zaidi","kamran.zaidi99@outlook.com","user","BS Software Engineering student at UCP. Struggling with OOP and need a good tutor.","https://api.dicebear.com/7.x/avataaars/svg?seed=7c9f56d7-0442-44ea-a82b-fb93","031213815034","2026-03-19 11:08:22"
"be91240c-bd09-42ba-9e22-42bd","Faizan Malik","faizan.malik92@hotmail.com","user","2nd semester student at FAST-NUCES, finding DBMS quite tough.","https://api.dicebear.com/7.x/avataaars/svg?seed=be91240c-bd09-42ba-9e22-42bd","030612275009","2026-02-14 11:08:22"
"87a3361b-70d2-4d6d-8fb6-dde2","Muneeb Abbasi","muneeb.abbasi69@outlook.com","user","Engineering student at UCP, need guidance in Calculus.","https://api.dicebear.com/7.x/avataaars/svg?seed=87a3361b-70d2-4d6d-8fb6-dde2","031417217147","2026-03-31 11:08:22"
"dee997d6-5e9f-4b7b-9cb2-41b8","Ayesha Aslam","ayesha.aslam82@outlook.com","user","Studying Calculus at Air University, want to improve my grades.","https://api.dicebear.com/7.x/avataaars/svg?seed=dee997d6-5e9f-4b7b-9cb2-41b8","031513566765","2025-12-27 11:08:22"
"96375336-7ffd-402a-99d5-d6c8","Taimur Ansari","taimur.ansari79@outlook.com","tutor","","https://api.dicebear.com/7.x/avataaars/svg?seed=96375336-7ffd-402a-99d5-d6c8","031819111742","2025-12-19 11:08:22"
"69b315ec-3da5-489a-bd79-492f","Urooj Gillani","urooj.gillani36@gmail.com","user","2nd semester student at IBA, finding Statistics quite tough.","https://api.dicebear.com/7.x/avataaars/svg?seed=69b315ec-3da5-489a-bd79-492f","031515091349","2025-12-20 11:08:22"
"ac6720c6-08fc-47f9-98be-20a4","Khadija Khan","khadija.khan42@hotmail.com","tutor","","https://api.dicebear.com/7.x/avataaars/svg?seed=ac6720c6-08fc-47f9-98be-20a4","030519179730","2026-02-22 11:08:22"
"97016c31-4d74-46f8-a99e-bf21","Tehreem Chaudhry","tehreem.chaudhry67@gmail.com","user","University student in Multan looking for affordable English tutoring.","https://api.dicebear.com/7.x/avataaars/svg?seed=97016c31-4d74-46f8-a99e-bf21","030612436347","2026-02-15 11:08:22"
"49ea729d-d53b-4b53-982e-3257","Nimra Farooq","nimra.farooq12@gmail.com","user","Final year student at Air University working on Networks concepts before exams.","https://api.dicebear.com/7.x/avataaars/svg?seed=49ea729d-d53b-4b53-982e-3257","030914717770","2026-01-04 11:08:22"
"8e71c671-4574-48e4-a04d-dafa","Faizan Zaidi","faizan.zaidi96@hotmail.com","user","2nd semester student at Karachi University, finding Networks quite tough.","https://api.dicebear.com/7.x/avataaars/svg?seed=8e71c671-4574-48e4-a04d-dafa","031816549757","2026-01-17 11:08:22"
"119e3bb3-573b-44e0-8d3d-32f2","Iqra Qureshi","iqra.qureshi30@outlook.com","tutor","","https://api.dicebear.com/7.x/avataaars/svg?seed=119e3bb3-573b-44e0-8d3d-32f2","030314231028","2026-01-27 11:08:22"
"41c1bd2f-bbd3-4eaa-bac8-c478","Taimur Farooq","taimur.farooq25@yahoo.com","tutor","","https://api.dicebear.com/7.x/avataaars/svg?seed=41c1bd2f-bbd3-4eaa-bac8-c478","030619123504","2026-02-06 11:08:22"
"9ffa3013-d1f2-4789-acf1-196b","Hira Niazi","hira.niazi39@yahoo.com","user","Final year student at IBA working on OOP concepts before exams.","https://api.dicebear.com/7.x/avataaars/svg?seed=9ffa3013-d1f2-4789-acf1-196b","030019961299","2026-03-16 11:08:22"
"fe3511f1-d615-4b38-8878-027b","Fatima Ahmed","fatima.ahmed90@outlook.com","tutor","","https://api.dicebear.com/7.x/avataaars/svg?seed=fe3511f1-d615-4b38-8878-027b","030419235577","2026-03-22 11:08:22"
"007a26e1-e92d-42ff-9bf7-6928","Junaid Qureshi","junaid.qureshi7@yahoo.com","user","BS student at Air University. Need help catching up on Networks.","https://api.dicebear.com/7.x/avataaars/svg?seed=007a26e1-e92d-42ff-9bf7-6928","030819014965","2026-03-19 11:08:22"
"1f06dd99-35cd-4acb-8e23-e805","Shahzaib Baig","shahzaib.baig74@gmail.com","admin","","https://api.dicebear.com/7.x/avataaars/svg?seed=1f06dd99-35cd-4acb-8e23-e805","030113545556","2026-03-10 11:08:22"
"14e72f5b-3452-4831-ba7f-fd1a","Zara Butt","zara.butt58@hotmail.com","user","BS Software Engineering student at IMSciences. Struggling with Linear Algebra and need a good tutor.","https://api.dicebear.com/7.x/avataaars/svg?seed=14e72f5b-3452-4831-ba7f-fd1a","031515988757","2025-11-18 11:08:22"
"810e4ea9-e39b-4a66-8023-8ad3","Maryam Javed","maryam.javed81@yahoo.com","user","2nd semester student at FAST-NUCES, finding English quite tough.","https://api.dicebear.com/7.x/avataaars/svg?seed=810e4ea9-e39b-4a66-8023-8ad3","030615440025","2026-03-28 11:08:22"
"7bd56fdb-d692-4b5e-a8b0-d5c5","Zain Akhtar","zain.akhtar21@gmail.com","admin","","https://api.dicebear.com/7.x/avataaars/svg?seed=7bd56fdb-d692-4b5e-a8b0-d5c5","030017853787","2025-12-23 11:08:22"
"acb8f9bf-1997-46e4-9364-f93f","Maryam Ahmed","maryam.ahmed88@gmail.com","user","Final year student at IBA working on DBMS concepts before exams.","https://api.dicebear.com/7.x/avataaars/svg?seed=acb8f9bf-1997-46e4-9364-f93f","030715438490","2025-11-18 11:08:22"
"5a99daf8-0a90-41d6-8d3a-752f","Arslan Malik","arslan.malik83@yahoo.com","admin","","https://api.dicebear.com/7.x/avataaars/svg?seed=5a99daf8-0a90-41d6-8d3a-752f","030415456573","2026-03-12 11:08:22"
"526865c8-93a8-494d-af86-0745","Ali Akhtar","ali.akhtar16@hotmail.com","user","Engineering student at UCP, need guidance in English.","https://api.dicebear.com/7.x/avataaars/svg?seed=526865c8-93a8-494d-af86-0745","031516101803","2026-01-04 11:08:22"
"d7736bfc-7f6e-459a-8752-0cab","Areeba Farooq","areeba.farooq57@hotmail.com","tutor","","https://api.dicebear.com/7.x/avataaars/svg?seed=d7736bfc-7f6e-459a-8752-0cab","030211668752","2025-12-28 11:08:22"
"6e3d74c1-e8e3-4fba-9e69-3903","Bushra Chaudhry","bushra.chaudhry74@outlook.com","user","3rd year CS student at LUMS, looking for help with OOP.","https://api.dicebear.com/7.x/avataaars/svg?seed=6e3d74c1-e8e3-4fba-9e69-3903","030113939212","2025-12-18 11:08:22"
"8c8bfe23-6e09-47f2-bcef-6522","Shanza Chaudhry","shanza.chaudhry75@yahoo.com","tutor","","https://api.dicebear.com/7.x/avataaars/svg?seed=8c8bfe23-6e09-47f2-bcef-6522","031419249789","2026-03-25 11:08:22"
"280e198e-916a-4fcd-8047-eb52","Sara Nawaz","sara.nawaz42@outlook.com","tutor","","https://api.dicebear.com/7.x/avataaars/svg?seed=280e198e-916a-4fcd-8047-eb52","030313698193","2026-01-23 11:08:22"
"8213a4e1-7185-475b-93b8-37bf","Anum Baig","anum.baig85@outlook.com","tutor","","https://api.dicebear.com/7.x/avataaars/svg?seed=8213a4e1-7185-475b-93b8-37bf","031311615675","2025-12-22 11:08:22"
"4e0230b1-1192-43e7-b07b-107f","Saad Chaudhry","saad.chaudhry15@outlook.com","tutor","","https://api.dicebear.com/7.x/avataaars/svg?seed=4e0230b1-1192-43e7-b07b-107f","031319633492","2026-04-17 11:08:22"
"6ce67bac-5246-4284-996a-1d21","Rida Ahmed","rida.ahmed98@hotmail.com","user","Final year student at IMSciences working on Statistics concepts before exams.","https://api.dicebear.com/7.x/avataaars/svg?seed=6ce67bac-5246-4284-996a-1d21","030114415140","2026-02-08 11:08:22"
"4f0cd2c0-d437-4731-b405-6ca1","Nabeel Qureshi","nabeel.qureshi91@yahoo.com","user","BS student at Air University. Need help catching up on Calculus.","https://api.dicebear.com/7.x/avataaars/svg?seed=4f0cd2c0-d437-4731-b405-6ca1","030516213522","2025-11-27 11:08:22"
"783c370e-c894-40e4-8502-947e","Fahad Nawaz","fahad.nawaz29@gmail.com","tutor","","https://api.dicebear.com/7.x/avataaars/svg?seed=783c370e-c894-40e4-8502-947e","030318741810","2026-03-18 11:08:22"
"2dea2927-91bf-4f08-bb8f-4de0","Kamran Bhatti","kamran.bhatti66@outlook.com","admin","","https://api.dicebear.com/7.x/avataaars/svg?seed=2dea2927-91bf-4f08-bb8f-4de0","030817970771","2025-12-15 11:08:22"
"4763c4cc-2ebf-412e-b8a1-f63e","Mahnoor Raza","mahnoor.raza9@yahoo.com","user","Computer Science student at NUST interested in learning Linear Algebra properly.","https://api.dicebear.com/7.x/avataaars/svg?seed=4763c4cc-2ebf-412e-b8a1-f63e","030817961578","2026-01-20 11:08:22"
"2d6272ab-193e-436e-97fc-8d84","Urooj Khan","urooj.khan58@yahoo.com","user","Engineering student at IBA, need guidance in English.","https://api.dicebear.com/7.x/avataaars/svg?seed=2d6272ab-193e-436e-97fc-8d84","031819125900","2026-01-19 11:08:22"
"6799d927-18dc-42ec-a491-f5a0","Sidra Abbasi","sidra.abbasi59@hotmail.com","tutor","","https://api.dicebear.com/7.x/avataaars/svg?seed=6799d927-18dc-42ec-a491-f5a0","031114165061","2026-02-15 11:08:22"
"9fb26b95-dabe-41e7-8198-a03e","Mahnoor Aslam","mahnoor.aslam50@hotmail.com","user","Studying Statistics at FAST-NUCES, want to improve my grades.","https://api.dicebear.com/7.x/avataaars/svg?seed=9fb26b95-dabe-41e7-8198-a03e","030419310235","2026-04-08 11:08:22"
"014549b7-ee02-44a3-b002-6d0c","Raza Javed","raza.javed13@outlook.com","tutor","","https://api.dicebear.com/7.x/avataaars/svg?seed=014549b7-ee02-44a3-b002-6d0c","031512672884","2025-12-04 11:08:22"
"092a273d-8424-49a4-8ecc-ee7b","Ayesha Gillani","ayesha.gillani53@yahoo.com","tutor","","https://api.dicebear.com/7.x/avataaars/svg?seed=092a273d-8424-49a4-8ecc-ee7b","030412255409","2025-12-18 11:08:22"
"2c4cbff4-51d1-4430-ae04-86ac","Khadija Hashmi","khadija.hashmi81@outlook.com","user","Studying Statistics at LUMS, want to improve my grades.","https://api.dicebear.com/7.x/avataaars/svg?seed=2c4cbff4-51d1-4430-ae04-86ac","031611602286","2026-03-31 11:08:22"
"efa31b7f-07c7-40a7-966f-ea09","Asad Zaidi","asad.zaidi98@gmail.com","user","Engineering student at UET, need guidance in Calculus.","https://api.dicebear.com/7.x/avataaars/svg?seed=efa31b7f-07c7-40a7-966f-ea09","030318443690","2026-03-06 11:08:22"
"d00410d2-3ece-41b6-bea2-9095","Aiman Khan","aiman.khan48@outlook.com","user","3rd year CS student at Karachi University, looking for help with Data Structures.","https://api.dicebear.com/7.x/avataaars/svg?seed=d00410d2-3ece-41b6-bea2-9095","031413442255","2026-02-14 11:08:22"
"de2cea1d-cbc8-467c-85ba-4095","Hafsa Zaidi","hafsa.zaidi80@hotmail.com","user","2nd year student at NUST. Preparing for Physics finals.","https://api.dicebear.com/7.x/avataaars/svg?seed=de2cea1d-cbc8-467c-85ba-4095","030719349470","2025-11-19 11:08:22"
"298befeb-9a27-46cf-a4b6-36c9","Zain Raza","zain.raza37@hotmail.com","user","Engineering student at Air University, need guidance in DBMS.","https://api.dicebear.com/7.x/avataaars/svg?seed=298befeb-9a27-46cf-a4b6-36c9","031813650391","2026-03-30 11:08:22"
"3f7f77bd-be62-4055-a1cd-607f","Sara Javed","sara.javed82@outlook.com","admin","","https://api.dicebear.com/7.x/avataaars/svg?seed=3f7f77bd-be62-4055-a1cd-607f","031415195951","2025-12-22 11:08:22"
"0971a915-185a-413a-a541-518b","Noor Mirza","noor.mirza74@outlook.com","user","BS student at LUMS. Need help catching up on OOP.","https://api.dicebear.com/7.x/avataaars/svg?seed=0971a915-185a-413a-a541-518b","030915953150","2026-04-12 11:08:22"
"2018b7d9-63d5-4bcd-a0a5-2322","Iqra Khan","iqra.khan30@outlook.com","user","2nd semester student at FAST-NUCES, finding English quite tough.","https://api.dicebear.com/7.x/avataaars/svg?seed=2018b7d9-63d5-4bcd-a0a5-2322","032116910964","2026-02-20 11:08:22"
"0cb77f4b-6938-42e8-8ac0-ef08","Umer Chaudhry","umer.chaudhry81@yahoo.com","tutor","","https://api.dicebear.com/7.x/avataaars/svg?seed=0cb77f4b-6938-42e8-8ac0-ef08","030311661401","2026-01-28 11:08:22"
